id,reference,color,country,region,appellation,vintage,grapes,alcohol_percent,bottle_size_l,sweetness,tannin,acidity,rating,price_eur,producer,stock_quantity
152,WN-2021-RIO-0152-W01,red,Spain,Rioja,Rioja DOCa,2021,"Albarino, Riesling",11.5,0.75,off-dry,1,3,93.3,66.65,Maison Techer,101
153,WN-1993-BOR-0153-PEC,red,France,Bordeaux,Saint-Emilion,1993,"Viognier, Tempranillo",14.0,1.5,sweet,4,1,80.2,37.64,Chateau Leroux,220
154,WN-2000-BOR-0154-MH0,red,France,Bordeaux,Saint-Emilion,2000,"Pinot Noir, Tempranillo",12.9,0.375,sweet,2,1,90.6,5.81,Domaine Bazin,112
155,WN-1986-RIO-0155-TVV,orange,Spain,Rioja,Rioja DOCa,1986,Pinot Gris,13.9,0.75,off-dry,4,3,95.8,28.54,Chateau Briand,63
156,WN-2013-PRO-0156-5AM,red,France,Provence,Coteaux d'Aix,2013,"Sauvignon Blanc, Chardonnay, Syrah",12.5,0.375,dry,4,4,82.3,52.46,Chateau Godard,135
157,WN-2003-KAK-0157-KZ1,red,Georgia,Kakheti,Kakheti PDO,2003,"Albarino, Gewurztraminer, Viognier",11.1,0.375,dry,3,2,80.8,10.74,Estate Andre,129
158,WN-1997-RIO-0158-Z04,white,Spain,Rioja,Rioja DOCa,1997,Pinot Noir,11.4,0.375,dry,5,3,87.8,65.26,Chateau Collin,79
159,WN-1987-KAK-0159-RMS,orange,Georgia,Kakheti,Kakheti PDO,1987,"Zinfandel, Malbec",11.3,1.5,sweet,2,1,80.3,18.04,Maison Weber,41
160,WN-1988-SIC-0160-QMR,orange,Italy,Sicily,Nero d'Avola IGT,1988,"Riesling, Pinot Gris, Merlot",12.7,0.75,off-dry,5,1,85.3,97.63,Chateau Godard,127
161,WN-1996-KAK-0161-QNF,white,Georgia,Kakheti,Kakheti PDO,1996,Muscadet,14.4,0.375,dry,5,1,80.9,86.98,Bodegas Bigot,11
162,WN-1995-RIO-0162-SBO,red,Spain,Rioja,Rioja DOCa,1995,"Rkatsiteli, Riesling",15.1,1.5,off-dry,1,5,93.5,10.0,Bodegas Evrard,205
163,WN-1985-PIE-0163-10T,white,Italy,Piedmont,Barbaresco,1985,"Chenin Blanc, Merlot, Sangiovese",12.0,1.5,off-dry,5,2,89.3,61.21,Marani Deschamps,197
164,WN-1981-KAK-0164-H9P,white,Georgia,Kakheti,Kakheti PDO,1981,Cabernet Sauvignon,12.7,1.5,dry,3,1,95.2,40.75,Cantina Lenoir,26
165,WN-1982-KAK-0165-VCX,white,Georgia,Kakheti,Kakheti PDO,1982,Sauvignon Blanc,13.1,0.75,off-dry,1,5,81.9,17.68,Estate Dubois,19
166,WN-2000-KAK-0166-FQO,orange,Georgia,Kakheti,Kakheti PDO,2000,"Rkatsiteli, Malbec",13.3,0.375,dry,2,2,95.6,60.55,Domaine Bazin,27
167,WN-1999-SIC-0167-Z8O,white,Italy,Sicily,Nero d'Avola IGT,1999,"Riesling, Pinot Gris",11.5,1.5,off-dry,5,1,84.3,86.37,Domaine Mace,23
168,WN-1981-PIE-0168-39E,red,Italy,Piedmont,Langhe,1981,"Chenin Blanc, Cabernet Sauvignon",14.7,0.375,dry,4,1,96.1,18.28,Maison Noël,15
169,WN-2017-TUS-0169-BQG,orange,Italy,Tuscany,Bolgheri,2017,"Viognier, Merlot",16.0,0.375,sweet,4,2,81.8,85.49,Winery Normand,31
170,WN-2011-RIA-0170-WWX,red,Spain,Rias Baixas,Rias Baixas DO,2011,Syrah,14.4,0.375,off-dry,2,2,85.5,47.37,Domaine Regnier,8
171,WN-1983-RIA-0171-2MT,red,Spain,Rias Baixas,Rias Baixas DO,1983,Riesling,12.9,0.75,dry,5,2,92.6,81.21,Maison Hamel,97
172,WN-1997-PIE-0172-VIF,white,Italy,Piedmont,Barbaresco,1997,Merlot,12.6,0.375,dry,3,1,96.2,49.81,Winery Da Costa,196
173,WN-1994-KAK-0173-843,red,Georgia,Kakheti,Kakheti PDO,1994,"Syrah, Sangiovese, Albarino",11.9,1.5,off-dry,3,5,80.6,71.55,Domaine Lecoq,144
174,WN-1982-SIC-0174-EZ7,red,Italy,Sicily,Nero d'Avola IGT,1982,Grenache,12.2,0.375,dry,5,4,80.0,92.2,Bodegas Clerc,206
175,WN-2017-RHO-0175-F82,red,France,Rhone,Hermitage,2017,"Tempranillo, Pinot Gris, Sauvignon Blanc",15.3,0.375,off-dry,4,5,82.0,33.67,Domaine Leblanc,249
176,WN-1994-SIC-0176-98B,orange,Italy,Sicily,Nero d'Avola IGT,1994,"Muscadet, Albarino, Syrah",12.5,1.5,off-dry,2,2,94.6,95.13,Estate Marie,217
177,WN-2011-SIC-0177-AHY,red,Italy,Sicily,Etna,2011,Rkatsiteli,14.7,0.375,off-dry,3,2,92.7,96.49,Winery Cousin,114
178,WN-1980-TUS-0178-32U,orange,Italy,Tuscany,Bolgheri,1980,Syrah,13.2,0.75,dry,4,4,97.6,38.37,Estate Gay,25
179,WN-1984-KAK-0179-79M,orange,Georgia,Kakheti,Kakheti PDO,1984,Pinot Noir,11.1,0.75,dry,1,3,83.4,40.67,Chateau Barbier,140
180,WN-2007-RIA-0180-KIB,orange,Spain,Rias Baixas,Rias Baixas DO,2007,"Albarino, Zinfandel, Nebbiolo",11.8,0.375,off-dry,2,2,88.2,57.64,Cantina De Sousa,169
181,WN-2003-RIO-0181-KC4,red,Spain,Rioja,Rioja DOCa,2003,Nebbiolo,11.4,1.5,sweet,5,4,84.0,7.44,Domaine Bernard,163
182,WN-2022-RIB-0182-IJC,orange,Spain,Ribera del Duero,Ribera del Duero DO,2022,"Viognier, Cabernet Sauvignon",12.9,0.75,off-dry,3,2,88.9,30.01,Marani Mace,67
183,WN-2014-BOR-0183-KO4,white,France,Bordeaux,Graves,2014,"Muscadet, Semillon",13.8,0.75,sweet,4,5,93.7,93.95,Bodegas Fouquet,121
184,WN-1991-KAK-0184-VL0,white,Georgia,Kakheti,Kakheti PDO,1991,Chardonnay,15.0,0.375,dry,4,1,99.8,46.36,Domaine Charles,213
185,WN-2015-CHA-0185-FV1,white,France,Champagne,Champagne AOC,2015,"Riesling, Sauvignon Blanc",13.3,0.375,sweet,5,5,90.5,44.86,Estate Charrier,38
186,WN-1998-BUR-0186-VYB,red,France,Burgundy,Maconnais,1998,"Sangiovese, Nebbiolo, Riesling",12.9,0.75,sweet,5,4,80.7,31.16,Domaine Ledoux,158
187,WN-1997-KAK-0187-K01,red,Georgia,Kakheti,Kakheti PDO,1997,"Merlot, Rkatsiteli",15.1,0.75,off-dry,3,4,97.2,70.06,Bodegas Colin,34
188,WN-2021-VEN-0188-LSE,orange,Italy,Veneto,Soave,2021,Chardonnay,13.2,0.75,sweet,4,5,97.3,83.0,Domaine Guillou,16
189,WN-1992-LOI-0189-7YI,red,France,Loire,Muscadet,1992,Semillon,11.2,0.375,off-dry,2,3,87.4,49.1,Estate Gautier,162
190,WN-2017-RIO-0190-HIH,orange,Spain,Rioja,Rioja DOCa,2017,"Sangiovese, Malbec, Albarino",15.2,0.75,sweet,1,3,80.5,9.72,Bodegas Toussaint,219
191,WN-2023-RIA-0191-8XP,red,Spain,Rias Baixas,Rias Baixas DO,2023,Gewurztraminer,15.6,1.5,dry,5,1,84.5,62.79,Cantina Léger,182
192,WN-1993-VEN-0192-XVK,white,Italy,Veneto,Valpolicella,1993,"Pinot Noir, Sauvignon Blanc",15.1,0.75,sweet,1,1,90.2,67.92,Winery Riou,143
193,WN-1997-RIO-0193-43O,red,Spain,Rioja,Rioja DOCa,1997,"Rkatsiteli, Riesling, Zinfandel",14.3,1.5,off-dry,2,2,90.3,27.83,Maison Guillou,206
194,WN-1998-KAK-0194-7MK,white,Georgia,Kakheti,Kakheti PDO,1998,"Nebbiolo, Syrah",12.9,0.375,sweet,5,2,86.9,72.77,Marani Raynaud,232
195,WN-2010-KAK-0195-2LJ,red,Georgia,Kakheti,Kakheti PDO,2010,Riesling,14.6,1.5,dry,3,1,84.4,26.22,Cantina Philippe,107
196,WN-1983-RIO-0196-9M9,red,Spain,Rioja,Rioja DOCa,1983,"Muscadet, Malbec, Viognier",13.4,0.375,sweet,1,4,90.6,44.25,Domaine Brunet,35
197,WN-1985-KAK-0197-22E,red,Georgia,Kakheti,Kakheti PDO,1985,"Rkatsiteli, Albarino",12.6,0.375,dry,4,3,84.2,78.49,Domaine Besson,125
198,WN-2010-RIB-0198-A0I,red,Spain,Ribera del Duero,Ribera del Duero DO,2010,"Merlot, Grenache",13.7,1.5,off-dry,1,3,95.1,55.45,Maison Ledoux,173
199,WN-2004-SIC-0199-59M,red,Italy,Sicily,Etna,2004,"Muscadet, Pinot Noir, Albarino",11.3,0.375,off-dry,3,4,94.6,61.66,Winery Renard,111
200,WN-2005-SIC-0200-5JT,white,Italy,Sicily,Etna,2005,Semillon,12.1,0.375,dry,1,5,90.1,16.7,Maison Gimenez,96
201,WN-1983-BOR-0201-PDS,orange,France,Bordeaux,Saint-Emilion,1983,"Pinot Gris, Nebbiolo, Chenin Blanc",12.9,1.5,off-dry,4,2,84.1,70.15,Maison Merle,77
202,WN-2012-KAK-0202-ZKB,red,Georgia,Kakheti,Kakheti PDO,2012,"Zinfandel, Pinot Gris, Pinot Noir",11.6,0.375,off-dry,2,5,84.0,29.98,Bodegas Laporte,91
203,WN-1995-KAK-0203-06X,red,Georgia,Kakheti,Kakheti PDO,1995,Merlot,14.4,0.375,sweet,4,2,99.0,79.05,Chateau Martin,185
204,WN-1983-PIE-0204-4XG,red,Italy,Piedmont,Barbaresco,1983,Albarino,15.4,0.75,off-dry,3,4,94.8,14.02,Maison Joseph,2
205,WN-1985-RIA-0205-5GE,orange,Spain,Rias Baixas,Rias Baixas DO,1985,"Rkatsiteli, Albarino",11.6,0.75,off-dry,3,4,93.8,50.43,Estate Breton,166
206,WN-2006-LOI-0206-7EO,white,France,Loire,Vouvray,2006,"Gewurztraminer, Muscadet, Chenin Blanc",11.9,0.75,off-dry,5,1,97.3,88.6,Domaine Camus,123
207,WN-1980-PRO-0207-0RX,orange,France,Provence,Cotes de Provence,1980,"Sauvignon Blanc, Muscadet, Zinfandel",12.1,1.5,off-dry,5,5,93.8,63.73,Estate Moreau,169
208,WN-1980-RIO-0208-IXO,white,Spain,Rioja,Rioja DOCa,1980,"Albarino, Sauvignon Blanc, Gewurztraminer",15.3,0.375,dry,4,3,84.8,97.16,Maison Marie,129
209,WN-2016-LAN-0209-DVW,red,France,Languedoc,Minervois,2016,"Viognier, Gewurztraminer",13.2,0.375,off-dry,1,1,88.1,8.4,Maison Étienne,211
210,WN-2003-KAK-0210-DXA,red,Georgia,Kakheti,Kakheti PDO,2003,Semillon,15.2,0.75,sweet,5,5,89.5,67.43,Marani Le Gall,29
211,WN-1986-PIE-0211-4H3,white,Italy,Piedmont,Barolo,1986,Albarino,13.5,1.5,sweet,4,1,85.1,23.61,Chateau Dupuis,238
212,WN-1982-TUS-0212-V72,white,Italy,Tuscany,Chianti Classico,1982,"Muscadet, Pinot Gris, Chenin Blanc",13.3,1.5,sweet,2,4,80.1,74.94,Estate Boyer,214
213,WN-2004-KAK-0213-2EV,orange,Georgia,Kakheti,Kakheti PDO,2004,"Zinfandel, Malbec, Rkatsiteli",13.5,0.75,off-dry,5,2,85.5,96.54,Cantina Guillot,115
214,WN-2015-PIE-0214-TWZ,red,Italy,Piedmont,Barolo,2015,"Chardonnay, Malbec, Zinfandel",14.1,0.75,sweet,3,2,99.6,66.76,Domaine Duhamel,128
215,WN-2023-RIA-0215-1FK,red,Spain,Rias Baixas,Rias Baixas DO,2023,"Cabernet Sauvignon, Pinot Noir, Nebbiolo",15.0,1.5,dry,1,4,82.9,68.67,Bodegas Chevalier,68
216,WN-1993-KAK-0216-22K,orange,Georgia,Kakheti,Kakheti PDO,1993,"Grenache, Sangiovese, Chenin Blanc",11.5,1.5,sweet,5,2,94.8,58.32,Bodegas Clément,130
217,WN-2006-CHA-0217-V0H,orange,France,Champagne,Champagne AOC,2006,"Rkatsiteli, Cabernet Sauvignon, Grenache",11.1,0.75,dry,5,4,96.6,91.59,Winery Foucher,193
218,WN-1991-KAK-0218-4AQ,white,Georgia,Kakheti,Kakheti PDO,1991,"Viognier, Albarino, Zinfandel",14.7,0.375,off-dry,1,4,85.6,30.1,Domaine Vallée,149
219,WN-2018-LOI-0219-HGC,orange,France,Loire,Sancerre,2018,Malbec,14.1,1.5,off-dry,4,5,91.0,11.92,Winery Muller,134
220,WN-1985-KAK-0220-39A,orange,Georgia,Kakheti,Kakheti PDO,1985,"Semillon, Chardonnay",14.3,0.75,off-dry,3,2,99.0,63.74,Marani Samson,143
221,WN-2021-VEN-0221-S1S,orange,Italy,Veneto,Prosecco,2021,"Zinfandel, Semillon, Grenache",14.4,0.75,off-dry,1,4,85.1,73.78,Maison Rossi,233
222,WN-1998-RIB-0222-Y4H,orange,Spain,Ribera del Duero,Ribera del Duero DO,1998,"Chardonnay, Rkatsiteli, Sauvignon Blanc",11.4,0.375,dry,5,5,80.1,11.22,Bodegas Gosselin,221
223,WN-2023-RIA-0223-36O,red,Spain,Rias Baixas,Rias Baixas DO,2023,Merlot,13.3,0.75,dry,1,1,81.1,80.45,Chateau Marchand,147
224,WN-1981-RIB-0224-SKY,orange,Spain,Ribera del Duero,Ribera del Duero DO,1981,"Pinot Gris, Cabernet Sauvignon",11.0,1.5,sweet,1,5,80.9,85.58,Winery Rodriguez,237
225,WN-2004-PRO-0225-585,orange,France,Provence,Cotes de Provence,2004,"Merlot, Gewurztraminer",11.8,0.375,dry,4,5,85.9,65.23,Cantina Delmas,173
226,WN-2015-TUS-0226-00H,orange,Italy,Tuscany,Bolgheri,2015,Pinot Gris,11.2,1.5,sweet,4,5,91.0,13.09,Bodegas Ollivier,191
227,WN-1994-KAK-0227-D0R,red,Georgia,Kakheti,Kakheti PDO,1994,"Riesling, Chardonnay, Pinot Gris",11.9,1.5,dry,5,4,92.9,11.95,Chateau Dias,64
228,WN-1986-SIC-0228-U38,white,Italy,Sicily,Etna,1986,"Zinfandel, Viognier",15.5,0.75,off-dry,4,3,92.3,34.04,Domaine Gaillard,144
229,WN-1994-JUR-0229-TGV,red,France,Jura,Arbois,1994,"Malbec, Nebbiolo, Riesling",15.2,0.375,sweet,3,4,89.3,39.08,Cantina Aubry,124
230,WN-2020-KAK-0230-BJ6,orange,Georgia,Kakheti,Kakheti PDO,2020,Viognier,15.5,1.5,sweet,1,5,91.6,78.07,Bodegas Evrard,232
231,WN-2003-RIA-0231-I89,orange,Spain,Rias Baixas,Rias Baixas DO,2003,"Semillon, Muscadet",14.7,0.75,dry,4,5,90.2,42.69,Maison Seguin,169
232,WN-1990-KAK-0232-JIY,orange,Georgia,Kakheti,Kakheti PDO,1990,Muscadet,15.7,1.5,dry,4,3,80.8,77.34,Bodegas Briand,16
233,WN-2009-VEN-0233-XNX,white,Italy,Veneto,Valpolicella,2009,Grenache,15.9,0.75,dry,5,3,96.7,30.02,Domaine Lecomte,96
234,WN-2013-VEN-0234-SKF,white,Italy,Veneto,Prosecco,2013,"Sangiovese, Malbec",13.4,0.75,sweet,1,5,97.6,46.79,Bodegas Gimenez,19
235,WN-1994-TUS-0235-BUF,orange,Italy,Tuscany,Bolgheri,1994,"Rkatsiteli, Pinot Gris",13.4,0.75,off-dry,2,5,83.2,84.17,Maison Faivre,62
236,WN-1983-BUR-0236-DQ9,red,France,Burgundy,Maconnais,1983,Riesling,15.6,1.5,off-dry,5,5,92.8,88.46,Cantina Chauveau,242
237,WN-2018-KAK-0237-VIN,white,Georgia,Kakheti,Kakheti PDO,2018,Muscadet,15.1,0.375,sweet,5,3,83.4,70.13,Marani Blot,152
238,WN-1989-ALS-0238-V36,orange,France,Alsace,Alsace AOC,1989,"Pinot Gris, Albarino, Gewurztraminer",15.5,1.5,dry,5,5,95.0,13.85,Domaine Bourgeois,230
239,WN-2003-RIA-0239-ERI,white,Spain,Rias Baixas,Rias Baixas DO,2003,Sauvignon Blanc,13.1,0.75,off-dry,3,5,96.1,91.25,Chateau Delannoy,108
240,WN-1992-VEN-0240-NFX,red,Italy,Veneto,Valpolicella,1992,Merlot,13.9,0.375,sweet,1,4,93.1,70.34,Winery Langlois,104
241,WN-2003-VEN-0241-MZ0,orange,Italy,Veneto,Soave,2003,"Riesling, Syrah, Chardonnay",13.1,1.5,off-dry,2,3,91.2,50.96,Cantina Alexandre,147
242,WN-2024-ALS-0242-8AD,white,France,Alsace,Alsace AOC,2024,Pinot Gris,12.1,0.75,off-dry,5,5,93.9,72.15,Domaine Leconte,99
243,WN-1985-RIA-0243-8C1,white,Spain,Rias Baixas,Rias Baixas DO,1985,Riesling,12.1,0.375,sweet,1,4,98.6,43.06,Cantina Delahaye,182
244,WN-1992-RIB-0244-X9D,red,Spain,Ribera del Duero,Ribera del Duero DO,1992,"Sauvignon Blanc, Pinot Noir, Chardonnay",11.2,1.5,sweet,5,2,92.3,69.03,Winery Besson,61
245,WN-2005-RIB-0245-8JV,white,Spain,Ribera del Duero,Ribera del Duero DO,2005,"Chardonnay, Sauvignon Blanc, Merlot",14.7,0.375,dry,5,3,94.5,58.12,Winery Navarro,88
246,WN-1996-RIB-0246-T2J,red,Spain,Ribera del Duero,Ribera del Duero DO,1996,Nebbiolo,13.5,1.5,dry,5,3,86.8,16.12,Cantina Blondel,224
247,WN-1995-RIA-0247-Z2O,red,Spain,Rias Baixas,Rias Baixas DO,1995,"Chenin Blanc, Malbec",15.5,0.375,off-dry,1,3,81.4,65.2,Bodegas Sauvage,173
248,WN-1998-PRO-0248-8Y6,red,France,Provence,Coteaux d'Aix,1998,Syrah,14.4,0.75,dry,5,2,89.5,38.59,Cantina Mathieu,46
249,WN-1996-KAK-0249-8RA,orange,Georgia,Kakheti,Kakheti PDO,1996,Semillon,12.0,0.375,sweet,3,2,95.6,16.39,Chateau Hoarau,173
250,WN-2019-LAN-0250-SP7,white,France,Languedoc,Minervois,2019,"Gewurztraminer, Muscadet",15.3,0.75,dry,5,3,88.0,76.27,Domaine Jean,13
251,WN-1991-VEN-0251-5GJ,red,Italy,Veneto,Soave,1991,"Pinot Gris, Sauvignon Blanc",13.3,1.5,dry,1,2,87.6,14.57,Winery Andre,156
252,WN-2003-RIA-0252-EUI,white,Spain,Rias Baixas,Rias Baixas DO,2003,Gewurztraminer,13.1,0.75,sweet,3,3,97.1,31.56,Domaine Maillot,146
253,WN-2004-SIC-0253-RJ4,white,Italy,Sicily,Nero d'Avola IGT,2004,Tempranillo,15.0,1.5,dry,4,1,83.5,52.46,Winery Lefebvre,201
254,WN-1983-RIO-0254-AE5,orange,Spain,Rioja,Rioja DOCa,1983,Riesling,13.4,1.5,dry,4,3,85.2,39.23,Cantina Pruvost,88
255,WN-2002-KAK-0255-G3M,orange,Georgia,Kakheti,Kakheti PDO,2002,"Sauvignon Blanc, Gewurztraminer",14.9,0.75,dry,4,5,85.7,65.01,Domaine Lenoir,222
256,WN-1990-RIO-0256-5NV,red,Spain,Rioja,Rioja DOCa,1990,"Semillon, Rkatsiteli",12.6,0.75,sweet,3,5,92.9,30.77,Marani Rolland,199
257,WN-1981-RIO-0257-5TA,red,Spain,Rioja,Rioja DOCa,1981,Semillon,14.3,1.5,sweet,1,2,83.3,14.79,Chateau Pruvost,239
258,WN-2019-BOR-0258-SGB,red,France,Bordeaux,Graves,2019,Viognier,14.3,0.75,off-dry,2,2,94.8,47.1,Domaine Vasseur,33
259,WN-2014-VEN-0259-XT6,red,Italy,Veneto,Valpolicella,2014,"Cabernet Sauvignon, Chenin Blanc",11.7,1.5,sweet,2,5,92.0,64.95,Estate Robert,134
260,WN-1999-KAK-0260-78R,white,Georgia,Kakheti,Kakheti PDO,1999,"Nebbiolo, Riesling",11.8,0.375,dry,5,2,86.9,49.57,Maison Guérin,176
261,WN-1980-RIB-0261-JPI,orange,Spain,Ribera del Duero,Ribera del Duero DO,1980,"Sangiovese, Chardonnay, Nebbiolo",15.4,0.75,off-dry,2,2,94.3,66.37,Estate Neveu,56
262,WN-2014-PIE-0262-WGA,white,Italy,Piedmont,Barolo,2014,"Nebbiolo, Chardonnay",15.3,0.375,dry,3,1,92.7,63.68,Cantina Lefort,179
263,WN-1998-LOI-0263-29Q,white,France,Loire,Vouvray,1998,"Tempranillo, Chenin Blanc",14.6,0.375,dry,2,1,89.9,37.48,Cantina Lopez,201
264,WN-1983-TUS-0264-1P0,white,Italy,Tuscany,Brunello di Montalcino,1983,"Syrah, Viognier",13.7,0.375,dry,3,4,96.6,16.59,Bodegas Rolland,98
265,WN-2013-KAK-0265-RKM,white,Georgia,Kakheti,Kakheti PDO,2013,"Chardonnay, Gewurztraminer, Syrah",14.4,0.75,off-dry,2,1,94.9,57.21,Chateau Mercier,64
266,WN-2020-KAK-0266-2RV,red,Georgia,Kakheti,Kakheti PDO,2020,"Rkatsiteli, Merlot",11.8,0.75,sweet,1,4,95.8,5.85,Maison David,148
267,WN-2011-ALS-0267-RLU,orange,France,Alsace,Alsace AOC,2011,Zinfandel,12.7,1.5,dry,1,3,92.9,71.63,Chateau Rémy,32
268,WN-1992-VEN-0268-UTL,red,Italy,Veneto,Soave,1992,Syrah,12.8,0.375,off-dry,1,4,94.1,58.11,Marani Guérin,48
269,WN-2013-SIC-0269-GA4,orange,Italy,Sicily,Etna,2013,Chenin Blanc,12.5,0.75,sweet,3,4,80.0,65.61,Estate Buisson,187
270,WN-2022-KAK-0270-SC4,white,Georgia,Kakheti,Kakheti PDO,2022,"Syrah, Chardonnay, Sauvignon Blanc",14.4,1.5,dry,5,3,86.5,65.89,Chateau Gomez,24
271,WN-1986-KAK-0271-HZA,white,Georgia,Kakheti,Kakheti PDO,1986,"Chardonnay, Pinot Gris",11.2,1.5,off-dry,4,5,92.5,61.08,Maison Lopes,93
272,WN-2020-RIO-0272-K88,white,Spain,Rioja,Rioja DOCa,2020,Sangiovese,13.8,0.75,off-dry,1,5,85.3,8.86,Chateau Laroche,213
273,WN-1992-ALS-0273-WMQ,orange,France,Alsace,Alsace AOC,1992,Sauvignon Blanc,14.3,1.5,sweet,2,5,95.0,44.44,Chateau Vallée,196
274,WN-1991-RIO-0274-N1P,orange,Spain,Rioja,Rioja DOCa,1991,"Syrah, Sauvignon Blanc, Rkatsiteli",14.3,1.5,sweet,4,3,98.0,57.26,Winery Benoit,216
275,WN-2004-SIC-0275-KH4,white,Italy,Sicily,Etna,2004,"Riesling, Sangiovese, Chenin Blanc",13.2,0.75,dry,1,3,91.9,54.17,Cantina Gimenez,1
276,WN-1982-SIC-0276-700,red,Italy,Sicily,Etna,1982,"Sangiovese, Tempranillo",11.7,0.75,sweet,2,2,85.1,33.53,Estate Payet,145
277,WN-2018-KAK-0277-XVA,orange,Georgia,Kakheti,Kakheti PDO,2018,"Pinot Noir, Grenache, Muscadet",12.9,0.375,off-dry,3,4,88.3,87.44,Bodegas Ramos,191
278,WN-2013-RIO-0278-QVS,white,Spain,Rioja,Rioja DOCa,2013,Rkatsiteli,13.7,0.375,off-dry,5,2,83.1,69.0,Estate Masse,248
279,WN-1989-RIB-0279-Z1R,white,Spain,Ribera del Duero,Ribera del Duero DO,1989,Rkatsiteli,11.4,1.5,sweet,1,5,88.0,13.08,Estate Verdier,198
280,WN-2015-RIB-0280-GMX,red,Spain,Ribera del Duero,Ribera del Duero DO,2015,"Sauvignon Blanc, Semillon, Zinfandel",11.4,0.75,off-dry,5,1,82.3,44.29,Winery Reynaud,89
281,WN-2019-KAK-0281-B87,red,Georgia,Kakheti,Kakheti PDO,2019,Chenin Blanc,11.2,0.375,dry,3,2,95.2,86.01,Chateau Berger,189
282,WN-1999-JUR-0282-0FZ,white,France,Jura,Arbois,1999,"Gewurztraminer, Merlot",12.7,1.5,sweet,2,2,90.9,76.28,Marani Reynaud,159
283,WN-1996-RIA-0283-XX6,red,Spain,Rias Baixas,Rias Baixas DO,1996,Grenache,12.4,1.5,sweet,3,1,89.3,94.79,Chateau Cordier,99
284,WN-2021-RHO-0284-SQ7,white,France,Rhone,Cote-Rotie,2021,"Semillon, Syrah",13.5,1.5,dry,3,4,97.3,55.5,Domaine Aubert,50
285,WN-2001-ALS-0285-CJN,white,France,Alsace,Alsace AOC,2001,"Syrah, Albarino",11.1,1.5,off-dry,3,3,84.7,97.93,Cantina Gauthier,207
286,WN-2001-SIC-0286-LVQ,white,Italy,Sicily,Etna,2001,"Tempranillo, Viognier",14.6,1.5,sweet,5,2,88.3,59.43,Estate Pereira,248
287,WN-1988-KAK-0287-L50,red,Georgia,Kakheti,Kakheti PDO,1988,"Sauvignon Blanc, Tempranillo",13.2,0.375,sweet,5,2,86.3,57.95,Chateau Delmas,47
288,WN-2008-RIB-0288-UII,orange,Spain,Ribera del Duero,Ribera del Duero DO,2008,"Malbec, Riesling, Tempranillo",14.9,0.375,dry,2,1,95.2,63.14,Cantina Perret,155
289,WN-2024-JUR-0289-GB1,white,France,Jura,Arbois,2024,"Tempranillo, Sauvignon Blanc",15.2,0.75,sweet,3,2,97.0,51.69,Domaine Monnier,41
290,WN-2022-VEN-0290-1V3,orange,Italy,Veneto,Prosecco,2022,Chardonnay,11.3,0.75,sweet,4,3,97.3,89.32,Estate Briand,103
291,WN-2016-VEN-0291-N18,white,Italy,Veneto,Soave,2016,"Cabernet Sauvignon, Sauvignon Blanc, Grenache",13.6,0.75,off-dry,1,2,90.4,42.58,Maison Bouchet,142
292,WN-1999-VEN-0292-SGV,orange,Italy,Veneto,Valpolicella,1999,"Chenin Blanc, Albarino",13.1,1.5,dry,5,2,89.3,66.38,Chateau Bigot,184
293,WN-2000-KAK-0293-0DZ,orange,Georgia,Kakheti,Kakheti PDO,2000,"Merlot, Albarino",13.3,1.5,dry,4,1,85.0,70.71,Domaine Chauveau,183
294,WN-2025-TUS-0294-5GZ,red,Italy,Tuscany,Bolgheri,2025,"Sauvignon Blanc, Zinfandel",15.7,0.75,sweet,4,1,95.4,91.66,Domaine Vincent,41
295,WN-2008-PIE-0295-R3V,red,Italy,Piedmont,Barolo,2008,"Malbec, Albarino",11.6,0.375,dry,1,5,95.3,6.16,Marani Maillet,218
296,WN-2009-KAK-0296-GBM,white,Georgia,Kakheti,Kakheti PDO,2009,"Chenin Blanc, Viognier",14.0,0.375,dry,5,3,92.4,57.97,Bodegas Guibert,12
297,WN-1999-BUR-0297-QU7,white,France,Burgundy,Cote de Nuits,1999,"Viognier, Grenache",11.5,0.375,dry,3,5,93.2,71.49,Domaine Imbert,247
298,WN-2004-PIE-0298-OHH,white,Italy,Piedmont,Barbaresco,2004,Nebbiolo,15.2,0.375,off-dry,4,2,82.4,86.64,Winery Perrin,134
299,WN-2020-BUR-0299-USW,red,France,Burgundy,Cote de Nuits,2020,"Viognier, Gewurztraminer, Pinot Noir",13.1,0.75,off-dry,5,5,99.9,38.62,Domaine Bonnet,157
300,WN-1992-KAK-0300-UWA,white,Georgia,Kakheti,Kakheti PDO,1992,Pinot Gris,11.1,1.5,dry,2,5,100.0,44.33,Winery Antoine,89
301,WN-1999-PIE-0301-GLM,orange,Italy,Piedmont,Langhe,1999,"Sauvignon Blanc, Cabernet Sauvignon",12.6,0.375,dry,3,3,87.9,59.05,Maison Petitjean,213
302,WN-2021-RIB-0302-SUY,orange,Spain,Ribera del Duero,Ribera del Duero DO,2021,Gewurztraminer,11.8,0.75,sweet,3,4,95.7,44.33,Maison Maillot,213
303,WN-2002-ALS-0303-V51,orange,France,Alsace,Alsace AOC,2002,Tempranillo,12.4,0.375,off-dry,4,5,96.8,59.24,Estate Nicolas,47
304,WN-2006-TUS-0304-BHD,orange,Italy,Tuscany,Chianti Classico,2006,Gewurztraminer,15.4,0.75,off-dry,3,2,90.5,21.63,Winery Menard,200
